item_id,item_type,topic,title,reason,recommended_action,status,source_path,added_at
9e79ee8aff30,paper_candidate,remote_id_broadcast_capacity,Drone Remote Identification Protocol (DRIP) Architecture,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
473a68b7d8f7,paper_candidate,remote_id_broadcast_capacity,Drone Remote Identification System Using Different Wireless COTS Radios: A Benchmarking Study,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
8cb693d27679,paper_candidate,remote_id_broadcast_capacity,Drone Remote Identification Protocol (DRIP) Requirements,unknown venue tier; PDF requires user access,Audit venue quality before synthesis.; Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
1604b67040bd,paper_candidate,remote_id_broadcast_capacity,Drone Remote Identification Protocol (DRIP) Architecture,unknown venue tier; PDF requires user access,Audit venue quality before synthesis.; Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
f7d4c91ad2e6,paper_candidate,remote_id_broadcast_capacity,Secure Authentication for Remote Drone Identification using ASTM Standards,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
9eb293ab0b2c,reading_pipeline_item,unknown_topic,"Privacy-Aware Remote Identification for Unmanned Aerial Vehicles: Current Solutions, Potential Threats, and Future Directions",Low-confidence PDF metadata match (0.48 by filename),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\Toward_Realization_of_Low-Altitude_Economy_Networks_Core_Architecture_Integrated_Technologies_and_Future_Directions.pdf,2026-05-30T07:38:03+00:00
9c82a98f6dec,reading_pipeline_item,unknown_topic,Integrated Optimal Formation Control of Multiple Unmanned Aerial Vehicles,Low-confidence PDF metadata match (0.43 by filename),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【1 Petri形式化】2009-Springer-TAPAAL Editor Simulator and Verifier of Timed-Arc Petri Nets.pdf,2026-05-30T07:38:03+00:00
a188ed753515,reading_pipeline_item,unknown_topic,Large Model in Low-Altitude Economy: Applications and Challenges,Low-confidence PDF metadata match (0.46 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\Toward_Realization_of_Low-Altitude_Economy_Networks_Core_Architecture_Integrated_Technologies_and_Future_Directions.pdf,2026-05-30T07:39:11+00:00
5e686a9f97aa,reading_pipeline_item,unknown_topic,CQY volume 156 Cover and Front matter,Low-confidence PDF metadata match (0.23 by online title match via crossref),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【1 Petri形式化】2009-Springer-TAPAAL Editor Simulator and Verifier of Timed-Arc Petri Nets.pdf,2026-05-30T07:39:19+00:00
2005214eaf11,reading_pipeline_item,remote_id_broadcast_capacity,Use of LoRa for UAV Remote ID with Multi-User Interference and Different Spreading Factors,kimi PDF reading failed: HTTP Error 429: Too Many Requests,"Inspect the provider API key, model, PDF size limits, and network access, then rerun.",pending,literature\inbox\papers\2021-paper-use_of_lora_for_uav_remote_id_with_multi_user_interference_and_different_spreading_factors-9f134799bbdb.pdf,2026-05-30T07:58:09+00:00
9e71af284bcd,reading_pipeline_item,remote_id_broadcast_capacity,Notes on the text,Low-confidence PDF metadata match (0.13 by online title match via crossref),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【2 铁路资源】2020-Springer-Formal Modelling and Verification of a Distributed Railway Interlocking System Using UPPAAL.pdf,2026-05-30T07:59:31+00:00
fe771d9bbba5,reading_pipeline_item,remote_id_broadcast_capacity,Design and Analysis of Delay-Tolerant Intelligent Intersection Management,Low-confidence PDF metadata match (0.62 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【3 时序自动机】2017-IEEE SMARTCOMP-Delay-Aware_Design_Analysis_and_Verification_of_Intelligent_Intersection_Management.pdf,2026-05-30T07:59:51+00:00
c13210a3d642,reading_pipeline_item,remote_id_broadcast_capacity,The non-linear relationship between body size and function in parrotfishes,Low-confidence PDF metadata match (0.23 by online title match via crossref),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【3D环路】2026-TRPC-Sky highway An air traffic structure for low-altitude heterogeneous VTOL aircraft.pdf,2026-05-30T08:00:29+00:00
891fdfea9a1d,reading_pipeline_item,remote_id_broadcast_capacity,Real-time road safety optimization through network-level data management,Low-confidence PDF metadata match (0.34 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【4 道路枢纽资源】2019-ACM TECS-Graph-Based Modeling Scheduling and Verification for Intersection Management of Intelligent Vehicles.pdf,2026-05-30T08:01:06+00:00
ed7cb9e6af2c,reading_pipeline_item,remote_id_broadcast_capacity,A Deep Reinforcement Learning-Based RNN Model in a Traffic Control System for 5G-Envisioned Internet of Vehicles,Low-confidence PDF metadata match (0.42 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【5 petri网交通】2004-IEEE TITS-Modeling_traffic_signal_control_using_Petri_nets.pdf,2026-05-30T08:01:29+00:00
ea641ebeea3a,reading_pipeline_item,remote_id_broadcast_capacity,NL2TL: Transforming Natural Languages to Temporal Logics using Large Language Models,Low-confidence PDF metadata match (0.38 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【公路规则时序逻辑形式化】2020-IEEE IVS-Formalization of Interstate Traffic Rules in Temporal Logic.pdf,2026-05-30T08:01:38+00:00
dda7e369f16f,reading_pipeline_item,remote_id_broadcast_capacity,In this issueORIGINAL ARTICLES,Low-confidence PDF metadata match (0.46 by online title match via crossref),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【向子豪】Linear_Multi-Hop_Wireless_Network_Design_with_Directional_Antenna.pdf,2026-05-30T08:01:45+00:00
080f9a42b50a,reading_pipeline_item,remote_id_broadcast_capacity,Analyzing Reaction Rates with the Distortion/Interaction‐Activation Strain Model,Low-confidence PDF metadata match (0.33 by online title match via openalex),"Confirm the paper metadata manually, improve the filename, or rerun with a lower threshold only if the match is correct.",pending,literature\inbox\papers\【地面路口交规综述】2023-Sensors-Autonomous Intersection Management Optimal Trajectories and Efficient Scheduling.pdf,2026-05-30T08:02:23+00:00
